run,outer_fold,role,subject_id
baseline_csp_lda,2,outer_train,22
baseline_csp_lda,2,outer_train,23
baseline_csp_lda,2,outer_train,24
baseline_csp_lda,2,outer_train,25
baseline_csp_lda,2,outer_train,26
baseline_csp_lda,2,outer_train,27
baseline_csp_lda,2,outer_train,28
baseline_csp_lda,2,outer_train,29
baseline_csp_lda,2,outer_train,30
baseline_csp_lda,2,outer_train,31
baseline_csp_lda,2,outer_train,32
baseline_csp_lda,2,outer_train,33
baseline_csp_lda,2,outer_train,34
baseline_csp_lda,2,outer_train,36
baseline_csp_lda,2,outer_train,37
baseline_csp_lda,2,outer_train,38
baseline_csp_lda,2,outer_train,39
baseline_csp_lda,2,outer_train,40
baseline_csp_lda,2,outer_train,41
baseline_csp_lda,2,outer_train,42
baseline_csp_lda,2,outer_train,44
baseline_csp_lda,2,outer_train,45
baseline_csp_lda,2,outer_train,47
baseline_csp_lda,2,outer_train,48
baseline_csp_lda,2,outer_train,49
baseline_csp_lda,2,outer_train,50
baseline_csp_lda,2,outer_train,52
baseline_csp_lda,2,outer_train,53
baseline_csp_lda,2,outer_train,55
baseline_csp_lda,2,outer_train,56
baseline_csp_lda,2,outer_train,57
baseline_csp_lda,2,outer_train,58
baseline_csp_lda,2,outer_train,59
baseline_csp_lda,2,outer_train,60
baseline_csp_lda,2,outer_train,61
baseline_csp_lda,2,outer_train,62
baseline_csp_lda,2,outer_train,63
baseline_csp_lda,2,outer_train,64
baseline_csp_lda,2,outer_train,65
baseline_csp_lda,2,outer_train,66
baseline_csp_lda,2,outer_train,67
baseline_csp_lda,2,outer_train,68
baseline_csp_lda,2,outer_train,69
baseline_csp_lda,2,outer_train,70
baseline_csp_lda,2,outer_train,71
baseline_csp_lda,2,outer_train,72
baseline_csp_lda,2,outer_train,73
baseline_csp_lda,2,outer_train,74
baseline_csp_lda,2,outer_train,75
baseline_csp_lda,2,outer_train,76
baseline_csp_lda,2,outer_train,77
baseline_csp_lda,2,outer_train,78
baseline_csp_lda,2,outer_train,80
baseline_csp_lda,2,outer_train,81
baseline_csp_lda,2,outer_train,83
baseline_csp_lda,2,outer_train,84
baseline_csp_lda,2,outer_train,85
baseline_csp_lda,2,outer_train,86
baseline_csp_lda,2,outer_train,87
baseline_csp_lda,2,outer_train,90
baseline_csp_lda,2,outer_train,91
baseline_csp_lda,2,outer_train,93
baseline_csp_lda,2,outer_train,94
baseline_csp_lda,2,outer_train,95
baseline_csp_lda,2,outer_train,96
baseline_csp_lda,2,outer_train,97
baseline_csp_lda,2,outer_train,98
baseline_csp_lda,2,outer_train,99
baseline_csp_lda,2,outer_train,101
baseline_csp_lda,2,outer_train,102
baseline_csp_lda,2,outer_train,103
baseline_csp_lda,2,outer_train,105
baseline_csp_lda,2,outer_train,106
baseline_csp_lda,2,outer_train,107
baseline_csp_lda,2,outer_train,109
baseline_csp_lda,2,outer_test,10
baseline_csp_lda,2,outer_test,16
baseline_csp_lda,2,outer_test,19
baseline_csp_lda,2,outer_test,35
baseline_csp_lda,2,outer_test,46
baseline_csp_lda,2,outer_test,51
baseline_csp_lda,2,outer_test,54
baseline_csp_lda,2,outer_test,79
baseline_csp_lda,2,outer_test,82
baseline_csp_lda,2,outer_test,108
baseline_csp_lda,3,outer_train,1
baseline_csp_lda,3,outer_train,2
baseline_csp_lda,3,outer_train,3
baseline_csp_lda,3,outer_train,4
baseline_csp_lda,3,outer_train,5
baseline_csp_lda,3,outer_train,6
baseline_csp_lda,3,outer_train,7
baseline_csp_lda,3,outer_train,8
baseline_csp_lda,3,outer_train,9
baseline_csp_lda,3,outer_train,10
baseline_csp_lda,3,outer_train,11
baseline_csp_lda,3,outer_train,12
baseline_csp_lda,3,outer_train,13
baseline_csp_lda,3,outer_train,14
baseline_csp_lda,3,outer_train,15
baseline_csp_lda,3,outer_train,16
baseline_csp_lda,3,outer_train,17
baseline_csp_lda,3,outer_train,19
baseline_csp_lda,3,outer_train,20
baseline_csp_lda,3,outer_train,21
baseline_csp_lda,3,outer_train,22
baseline_csp_lda,3,outer_train,23
baseline_csp_lda,3,outer_train,24
baseline_csp_lda,3,outer_train,25
baseline_csp_lda,3,outer_train,26
baseline_csp_lda,3,outer_train,27
baseline_csp_lda,3,outer_train,29
baseline_csp_lda,3,outer_train,30
baseline_csp_lda,3,outer_train,31
baseline_csp_lda,3,outer_train,33
baseline_csp_lda,3,outer_train,34
baseline_csp_lda,3,outer_train,35
baseline_csp_lda,3,outer_train,37
baseline_csp_lda,3,outer_train,38
baseline_csp_lda,3,outer_train,39
baseline_csp_lda,3,outer_train,40
baseline_csp_lda,3,outer_train,42
baseline_csp_lda,3,outer_train,44
baseline_csp_lda,3,outer_train,46
baseline_csp_lda,3,outer_train,47
baseline_csp_lda,3,outer_train,48
baseline_csp_lda,3,outer_train,50
baseline_csp_lda,3,outer_train,51
baseline_csp_lda,3,outer_train,52
baseline_csp_lda,3,outer_train,53
baseline_csp_lda,3,outer_train,54
baseline_csp_lda,3,outer_train,55
baseline_csp_lda,3,outer_train,56
baseline_csp_lda,3,outer_train,57
baseline_csp_lda,3,outer_train,58
baseline_csp_lda,3,outer_train,59
baseline_csp_lda,3,outer_train,60
baseline_csp_lda,3,outer_train,61
baseline_csp_lda,3,outer_train,63
baseline_csp_lda,3,outer_train,64
baseline_csp_lda,3,outer_train,65
baseline_csp_lda,3,outer_train,66
baseline_csp_lda,3,outer_train,67
baseline_csp_lda,3,outer_train,68
baseline_csp_lda,3,outer_train,69
baseline_csp_lda,3,outer_train,70
baseline_csp_lda,3,outer_train,71
baseline_csp_lda,3,outer_train,72
baseline_csp_lda,3,outer_train,73
baseline_csp_lda,3,outer_train,74
baseline_csp_lda,3,outer_train,76
baseline_csp_lda,3,outer_train,77
baseline_csp_lda,3,outer_train,78
baseline_csp_lda,3,outer_train,79
baseline_csp_lda,3,outer_train,80
baseline_csp_lda,3,outer_train,81
baseline_csp_lda,3,outer_train,82
baseline_csp_lda,3,outer_train,83
baseline_csp_lda,3,outer_train,84
baseline_csp_lda,3,outer_train,85
baseline_csp_lda,3,outer_train,86
baseline_csp_lda,3,outer_train,87
baseline_csp_lda,3,outer_train,90
baseline_csp_lda,3,outer_train,91
baseline_csp_lda,3,outer_train,93
baseline_csp_lda,3,outer_train,94
baseline_csp_lda,3,outer_train,95
baseline_csp_lda,3,outer_train,96
baseline_csp_lda,3,outer_train,97
baseline_csp_lda,3,outer_train,98
baseline_csp_lda,3,outer_train,99
baseline_csp_lda,3,outer_train,101
baseline_csp_lda,3,outer_train,102
baseline_csp_lda,3,outer_train,103
baseline_csp_lda,3,outer_train,106
baseline_csp_lda,3,outer_train,107
baseline_csp_lda,3,outer_train,108
baseline_csp_lda,3,outer_train,109
baseline_csp_lda,3,outer_test,18
baseline_csp_lda,3,outer_test,28
baseline_csp_lda,3,outer_test,32
baseline_csp_lda,3,outer_test,36
baseline_csp_lda,3,outer_test,41
baseline_csp_lda,3,outer_test,45
baseline_csp_lda,3,outer_test,49
baseline_csp_lda,3,outer_test,62
baseline_csp_lda,3,outer_test,75
baseline_csp_lda,3,outer_test,105
baseline_csp_lda,4,outer_train,1
baseline_csp_lda,4,outer_train,2
baseline_csp_lda,4,outer_train,3
baseline_csp_lda,4,outer_train,4
baseline_csp_lda,4,outer_train,5
baseline_csp_lda,4,outer_train,6
baseline_csp_lda,4,outer_train,7
baseline_csp_lda,4,outer_train,9
baseline_csp_lda,4,outer_train,10
baseline_csp_lda,4,outer_train,11
baseline_csp_lda,4,outer_train,12
baseline_csp_lda,4,outer_train,13
baseline_csp_lda,4,outer_train,14
baseline_csp_lda,4,outer_train,15
baseline_csp_lda,4,outer_train,16
baseline_csp_lda,4,outer_train,17
baseline_csp_lda,4,outer_train,18
baseline_csp_lda,4,outer_train,19
baseline_csp_lda,4,outer_train,20
baseline_csp_lda,4,outer_train,21
baseline_csp_lda,4,outer_train,22
baseline_csp_lda,4,outer_train,23
baseline_csp_lda,4,outer_train,24
baseline_csp_lda,4,outer_train,25
baseline_csp_lda,4,outer_train,26
baseline_csp_lda,4,outer_train,28
baseline_csp_lda,4,outer_train,29
baseline_csp_lda,4,outer_train,30
baseline_csp_lda,4,outer_train,32
baseline_csp_lda,4,outer_train,33
baseline_csp_lda,4,outer_train,34
baseline_csp_lda,4,outer_train,35
baseline_csp_lda,4,outer_train,36
baseline_csp_lda,4,outer_train,37
baseline_csp_lda,4,outer_train,38
baseline_csp_lda,4,outer_train,39
baseline_csp_lda,4,outer_train,41
baseline_csp_lda,4,outer_train,44
baseline_csp_lda,4,outer_train,45
baseline_csp_lda,4,outer_train,46
baseline_csp_lda,4,outer_train,47
baseline_csp_lda,4,outer_train,49
baseline_csp_lda,4,outer_train,50
baseline_csp_lda,4,outer_train,51
baseline_csp_lda,4,outer_train,52
baseline_csp_lda,4,outer_train,53
baseline_csp_lda,4,outer_train,54
baseline_csp_lda,4,outer_train,56
baseline_csp_lda,4,outer_train,57
baseline_csp_lda,4,outer_train,58
baseline_csp_lda,4,outer_train,59
baseline_csp_lda,4,outer_train,60
baseline_csp_lda,4,outer_train,61
baseline_csp_lda,4,outer_train,62
baseline_csp_lda,4,outer_train,63
baseline_csp_lda,4,outer_train,64
baseline_csp_lda,4,outer_train,65
baseline_csp_lda,4,outer_train,67
baseline_csp_lda,4,outer_train,68
baseline_csp_lda,4,outer_train,69
baseline_csp_lda,4,outer_train,70
baseline_csp_lda,4,outer_train,71
baseline_csp_lda,4,outer_train,72
baseline_csp_lda,4,outer_train,73
baseline_csp_lda,4,outer_train,74
baseline_csp_lda,4,outer_train,75
baseline_csp_lda,4,outer_train,76
baseline_csp_lda,4,outer_train,77
baseline_csp_lda,4,outer_train,78
baseline_csp_lda,4,outer_train,79
baseline_csp_lda,4,outer_train,80
baseline_csp_lda,4,outer_train,81
baseline_csp_lda,4,outer_train,82
baseline_csp_lda,4,outer_train,83
baseline_csp_lda,4,outer_train,84
baseline_csp_lda,4,outer_train,85
baseline_csp_lda,4,outer_train,87
baseline_csp_lda,4,outer_train,90
baseline_csp_lda,4,outer_train,91
baseline_csp_lda,4,outer_train,93
baseline_csp_lda,4,outer_train,94
baseline_csp_lda,4,outer_train,95
baseline_csp_lda,4,outer_train,96
baseline_csp_lda,4,outer_train,97
baseline_csp_lda,4,outer_train,98
baseline_csp_lda,4,outer_train,99
baseline_csp_lda,4,outer_train,101
baseline_csp_lda,4,outer_train,102
baseline_csp_lda,4,outer_train,103
baseline_csp_lda,4,outer_train,105
baseline_csp_lda,4,outer_train,106
baseline_csp_lda,4,outer_train,108
baseline_csp_lda,4,outer_train,109
baseline_csp_lda,4,outer_test,8
baseline_csp_lda,4,outer_test,27
baseline_csp_lda,4,outer_test,31
baseline_csp_lda,4,outer_test,40
baseline_csp_lda,4,outer_test,42
baseline_csp_lda,4,outer_test,48
baseline_csp_lda,4,outer_test,55
baseline_csp_lda,4,outer_test,66
baseline_csp_lda,4,outer_test,86
baseline_csp_lda,4,outer_test,107
baseline_csp_lda,5,outer_train,1
baseline_csp_lda,5,outer_train,2
baseline_csp_lda,5,outer_train,3
baseline_csp_lda,5,outer_train,4
baseline_csp_lda,5,outer_train,5
baseline_csp_lda,5,outer_train,6
baseline_csp_lda,5,outer_train,7
baseline_csp_lda,5,outer_train,8
baseline_csp_lda,5,outer_train,9
baseline_csp_lda,5,outer_train,10
baseline_csp_lda,5,outer_train,11
baseline_csp_lda,5,outer_train,12
baseline_csp_lda,5,outer_train,13
baseline_csp_lda,5,outer_train,14
baseline_csp_lda,5,outer_train,16
baseline_csp_lda,5,outer_train,17
baseline_csp_lda,5,outer_train,18
baseline_csp_lda,5,outer_train,19
baseline_csp_lda,5,outer_train,20
baseline_csp_lda,5,outer_train,21
baseline_csp_lda,5,outer_train,22
baseline_csp_lda,5,outer_train,24
baseline_csp_lda,5,outer_train,25
baseline_csp_lda,5,outer_train,26
baseline_csp_lda,5,outer_train,27
baseline_csp_lda,5,outer_train,28
baseline_csp_lda,5,outer_train,29
baseline_csp_lda,5,outer_train,30
baseline_csp_lda,5,outer_train,31
baseline_csp_lda,5,outer_train,32
baseline_csp_lda,5,outer_train,33
baseline_csp_lda,5,outer_train,34
baseline_csp_lda,5,outer_train,35
baseline_csp_lda,5,outer_train,36
baseline_csp_lda,5,outer_train,37
baseline_csp_lda,5,outer_train,38
baseline_csp_lda,5,outer_train,39
baseline_csp_lda,5,outer_train,40
baseline_csp_lda,5,outer_train,41
baseline_csp_lda,5,outer_train,42
baseline_csp_lda,5,outer_train,44
baseline_csp_lda,5,outer_train,45
baseline_csp_lda,5,outer_train,46
baseline_csp_lda,5,outer_train,47
baseline_csp_lda,5,outer_train,48
baseline_csp_lda,5,outer_train,49
baseline_csp_lda,5,outer_train,51
baseline_csp_lda,5,outer_train,52
baseline_csp_lda,5,outer_train,54
baseline_csp_lda,5,outer_train,55
baseline_csp_lda,5,outer_train,56
baseline_csp_lda,5,outer_train,57
baseline_csp_lda,5,outer_train,60
baseline_csp_lda,5,outer_train,61
baseline_csp_lda,5,outer_train,62
baseline_csp_lda,5,outer_train,63
baseline_csp_lda,5,outer_train,64
baseline_csp_lda,5,outer_train,65
baseline_csp_lda,5,outer_train,66
baseline_csp_lda,5,outer_train,67
baseline_csp_lda,5,outer_train,68
baseline_csp_lda,5,outer_train,69
baseline_csp_lda,5,outer_train,70
baseline_csp_lda,5,outer_train,71
baseline_csp_lda,5,outer_train,72
baseline_csp_lda,5,outer_train,73
baseline_csp_lda,5,outer_train,74
baseline_csp_lda,5,outer_train,75
baseline_csp_lda,5,outer_train,76
baseline_csp_lda,5,outer_train,77
baseline_csp_lda,5,outer_train,78
baseline_csp_lda,5,outer_train,79
baseline_csp_lda,5,outer_train,81
baseline_csp_lda,5,outer_train,82
baseline_csp_lda,5,outer_train,83
baseline_csp_lda,5,outer_train,84
baseline_csp_lda,5,outer_train,85
baseline_csp_lda,5,outer_train,86
baseline_csp_lda,5,outer_train,87
baseline_csp_lda,5,outer_train,91
baseline_csp_lda,5,outer_train,93
baseline_csp_lda,5,outer_train,95
baseline_csp_lda,5,outer_train,96
baseline_csp_lda,5,outer_train,97
baseline_csp_lda,5,outer_train,98
baseline_csp_lda,5,outer_train,101
baseline_csp_lda,5,outer_train,102
baseline_csp_lda,5,outer_train,103
baseline_csp_lda,5,outer_train,105
baseline_csp_lda,5,outer_train,106
baseline_csp_lda,5,outer_train,107
baseline_csp_lda,5,outer_train,108
baseline_csp_lda,5,outer_train,109
baseline_csp_lda,5,outer_test,15
baseline_csp_lda,5,outer_test,23
baseline_csp_lda,5,outer_test,50
baseline_csp_lda,5,outer_test,53
baseline_csp_lda,5,outer_test,58
baseline_csp_lda,5,outer_test,59
baseline_csp_lda,5,outer_test,80
baseline_csp_lda,5,outer_test,90
baseline_csp_lda,5,outer_test,94
baseline_csp_lda,5,outer_test,99
baseline_csp_lda,6,outer_train,1
baseline_csp_lda,6,outer_train,3
baseline_csp_lda,6,outer_train,4
baseline_csp_lda,6,outer_train,5
baseline_csp_lda,6,outer_train,6
baseline_csp_lda,6,outer_train,7
baseline_csp_lda,6,outer_train,8
baseline_csp_lda,6,outer_train,9
baseline_csp_lda,6,outer_train,10
baseline_csp_lda,6,outer_train,11
baseline_csp_lda,6,outer_train,12
baseline_csp_lda,6,outer_train,14
baseline_csp_lda,6,outer_train,15
baseline_csp_lda,6,outer_train,16
baseline_csp_lda,6,outer_train,17
baseline_csp_lda,6,outer_train,18
baseline_csp_lda,6,outer_train,19
baseline_csp_lda,6,outer_train,21
baseline_csp_lda,6,outer_train,22
baseline_csp_lda,6,outer_train,23
baseline_csp_lda,6,outer_train,24
baseline_csp_lda,6,outer_train,25
baseline_csp_lda,6,outer_train,26
baseline_csp_lda,6,outer_train,27
baseline_csp_lda,6,outer_train,28
baseline_csp_lda,6,outer_train,30
baseline_csp_lda,6,outer_train,31
baseline_csp_lda,6,outer_train,32
baseline_csp_lda,6,outer_train,33
baseline_csp_lda,6,outer_train,34
baseline_csp_lda,6,outer_train,35
baseline_csp_lda,6,outer_train,36
baseline_csp_lda,6,outer_train,37
baseline_csp_lda,6,outer_train,38
baseline_csp_lda,6,outer_train,39
baseline_csp_lda,6,outer_train,40
baseline_csp_lda,6,outer_train,41
baseline_csp_lda,6,outer_train,42
baseline_csp_lda,6,outer_train,44
baseline_csp_lda,6,outer_train,45
baseline_csp_lda,6,outer_train,46
baseline_csp_lda,6,outer_train,48
baseline_csp_lda,6,outer_train,49
baseline_csp_lda,6,outer_train,50
baseline_csp_lda,6,outer_train,51
baseline_csp_lda,6,outer_train,52
baseline_csp_lda,6,outer_train,53
baseline_csp_lda,6,outer_train,54
baseline_csp_lda,6,outer_train,55
baseline_csp_lda,6,outer_train,56
baseline_csp_lda,6,outer_train,57
baseline_csp_lda,6,outer_train,58
baseline_csp_lda,6,outer_train,59
baseline_csp_lda,6,outer_train,60
baseline_csp_lda,6,outer_train,61
baseline_csp_lda,6,outer_train,62
baseline_csp_lda,6,outer_train,63
baseline_csp_lda,6,outer_train,64
baseline_csp_lda,6,outer_train,65
baseline_csp_lda,6,outer_train,66
baseline_csp_lda,6,outer_train,67
baseline_csp_lda,6,outer_train,68
baseline_csp_lda,6,outer_train,69
baseline_csp_lda,6,outer_train,70
baseline_csp_lda,6,outer_train,72
baseline_csp_lda,6,outer_train,73
baseline_csp_lda,6,outer_train,74
baseline_csp_lda,6,outer_train,75
baseline_csp_lda,6,outer_train,76
baseline_csp_lda,6,outer_train,77
baseline_csp_lda,6,outer_train,78
baseline_csp_lda,6,outer_train,79
baseline_csp_lda,6,outer_train,80
baseline_csp_lda,6,outer_train,81
baseline_csp_lda,6,outer_train,82
baseline_csp_lda,6,outer_train,85
baseline_csp_lda,6,outer_train,86
baseline_csp_lda,6,outer_train,87
baseline_csp_lda,6,outer_train,90
baseline_csp_lda,6,outer_train,91
baseline_csp_lda,6,outer_train,93
baseline_csp_lda,6,outer_train,94
baseline_csp_lda,6,outer_train,95
baseline_csp_lda,6,outer_train,96
baseline_csp_lda,6,outer_train,97
baseline_csp_lda,6,outer_train,99
baseline_csp_lda,6,outer_train,102
baseline_csp_lda,6,outer_train,103
baseline_csp_lda,6,outer_train,105
baseline_csp_lda,6,outer_train,106
baseline_csp_lda,6,outer_train,107
baseline_csp_lda,6,outer_train,108
baseline_csp_lda,6,outer_train,109
baseline_csp_lda,6,outer_test,2
baseline_csp_lda,6,outer_test,13
baseline_csp_lda,6,outer_test,20
baseline_csp_lda,6,outer_test,29
baseline_csp_lda,6,outer_test,47
baseline_csp_lda,6,outer_test,71
baseline_csp_lda,6,outer_test,83
baseline_csp_lda,6,outer_test,84
baseline_csp_lda,6,outer_test,98
baseline_csp_lda,6,outer_test,101
baseline_csp_lda,7,outer_train,1
baseline_csp_lda,7,outer_train,2
baseline_csp_lda,7,outer_train,3
baseline_csp_lda,7,outer_train,4
baseline_csp_lda,7,outer_train,7
baseline_csp_lda,7,outer_train,8
baseline_csp_lda,7,outer_train,9
baseline_csp_lda,7,outer_train,10
baseline_csp_lda,7,outer_train,11
baseline_csp_lda,7,outer_train,12
baseline_csp_lda,7,outer_train,13
baseline_csp_lda,7,outer_train,14
baseline_csp_lda,7,outer_train,15
baseline_csp_lda,7,outer_train,16
baseline_csp_lda,7,outer_train,17
baseline_csp_lda,7,outer_train,18
baseline_csp_lda,7,outer_train,19
baseline_csp_lda,7,outer_train,20
baseline_csp_lda,7,outer_train,21
baseline_csp_lda,7,outer_train,22
baseline_csp_lda,7,outer_train,23
baseline_csp_lda,7,outer_train,24
baseline_csp_lda,7,outer_train,25
baseline_csp_lda,7,outer_train,26
baseline_csp_lda,7,outer_train,27
baseline_csp_lda,7,outer_train,28
baseline_csp_lda,7,outer_train,29
baseline_csp_lda,7,outer_train,30
baseline_csp_lda,7,outer_train,31
baseline_csp_lda,7,outer_train,32
baseline_csp_lda,7,outer_train,33
baseline_csp_lda,7,outer_train,34
baseline_csp_lda,7,outer_train,35
baseline_csp_lda,7,outer_train,36
baseline_csp_lda,7,outer_train,38
baseline_csp_lda,7,outer_train,39
baseline_csp_lda,7,outer_train,40
baseline_csp_lda,7,outer_train,41
baseline_csp_lda,7,outer_train,42
baseline_csp_lda,7,outer_train,45
baseline_csp_lda,7,outer_train,46
baseline_csp_lda,7,outer_train,47
baseline_csp_lda,7,outer_train,48
baseline_csp_lda,7,outer_train,49
baseline_csp_lda,7,outer_train,50
baseline_csp_lda,7,outer_train,51
baseline_csp_lda,7,outer_train,52
baseline_csp_lda,7,outer_train,53
baseline_csp_lda,7,outer_train,54
baseline_csp_lda,7,outer_train,55
baseline_csp_lda,7,outer_train,56
baseline_csp_lda,7,outer_train,57
baseline_csp_lda,7,outer_train,58
baseline_csp_lda,7,outer_train,59
baseline_csp_lda,7,outer_train,61
baseline_csp_lda,7,outer_train,62
baseline_csp_lda,7,outer_train,63
baseline_csp_lda,7,outer_train,66
baseline_csp_lda,7,outer_train,67
baseline_csp_lda,7,outer_train,69
baseline_csp_lda,7,outer_train,70
baseline_csp_lda,7,outer_train,71
baseline_csp_lda,7,outer_train,72
baseline_csp_lda,7,outer_train,73
baseline_csp_lda,7,outer_train,74
baseline_csp_lda,7,outer_train,75
baseline_csp_lda,7,outer_train,76
baseline_csp_lda,7,outer_train,77
baseline_csp_lda,7,outer_train,78
baseline_csp_lda,7,outer_train,79
baseline_csp_lda,7,outer_train,80
baseline_csp_lda,7,outer_train,81
baseline_csp_lda,7,outer_train,82
baseline_csp_lda,7,outer_train,83
baseline_csp_lda,7,outer_train,84
baseline_csp_lda,7,outer_train,85
baseline_csp_lda,7,outer_train,86
baseline_csp_lda,7,outer_train,87
baseline_csp_lda,7,outer_train,90
baseline_csp_lda,7,outer_train,93
baseline_csp_lda,7,outer_train,94
baseline_csp_lda,7,outer_train,95
baseline_csp_lda,7,outer_train,96
baseline_csp_lda,7,outer_train,98
baseline_csp_lda,7,outer_train,99
baseline_csp_lda,7,outer_train,101
baseline_csp_lda,7,outer_train,103
baseline_csp_lda,7,outer_train,105
baseline_csp_lda,7,outer_train,106
baseline_csp_lda,7,outer_train,107
baseline_csp_lda,7,outer_train,108
baseline_csp_lda,7,outer_train,109
baseline_csp_lda,7,outer_test,5
baseline_csp_lda,7,outer_test,6
baseline_csp_lda,7,outer_test,37
baseline_csp_lda,7,outer_test,44
baseline_csp_lda,7,outer_test,60
baseline_csp_lda,7,outer_test,64
baseline_csp_lda,7,outer_test,65
baseline_csp_lda,7,outer_test,68
baseline_csp_lda,7,outer_test,91
baseline_csp_lda,7,outer_test,97
baseline_csp_lda,7,outer_test,102
baseline_csp_lda,8,outer_train,1
baseline_csp_lda,8,outer_train,2
baseline_csp_lda,8,outer_train,3
baseline_csp_lda,8,outer_train,4
baseline_csp_lda,8,outer_train,5
baseline_csp_lda,8,outer_train,6
baseline_csp_lda,8,outer_train,8
baseline_csp_lda,8,outer_train,9
baseline_csp_lda,8,outer_train,10
baseline_csp_lda,8,outer_train,11
baseline_csp_lda,8,outer_train,12
baseline_csp_lda,8,outer_train,13
baseline_csp_lda,8,outer_train,14
baseline_csp_lda,8,outer_train,15
